export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/math/math_86 /tmp/math_86_Ranking;cd /tmp/math_86_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Math/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/math_86_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/java/ --classpath target/classes/:target/test-classes/:lib/commons-discovery-0.5.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/math_86_Ranking;

/************************/
Executed tests:   1894
Successful tests: 1892
Failed tests:     2

org.apache.commons.math.linear.CholeskyDecompositionImplTest#testMath274
java.lang.AssertionError: Expected exception: org.apache.commons.math.linear.NotPositiveDefiniteMatrixException
	at org.junit.internal.runners.statements.ExpectException.evaluate(ExpectException.java:32)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

org.apache.commons.math.linear.CholeskyDecompositionImplTest#testNotPositiveDefinite
java.lang.AssertionError: Expected exception: org.apache.commons.math.linear.NotPositiveDefiniteMatrixException
	at org.junit.internal.runners.statements.ExpectException.evaluate(ExpectException.java:32)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.math.linear.AbstractRealMatrix:991 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:992 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:993 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:994 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:995 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:996 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:998 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:999 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1000 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1002 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1003 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1004 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1005 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1007 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1009 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1012 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.AbstractRealMatrix:1013 -> 0.35355339059327373 (ep: 3, ef: 1, np: 1889, nf: 1)
org.apache.commons.math.linear.CholeskyDecompositionImpl:154 -> 0.2886751345948129 (ep: 5, ef: 1, np: 1887, nf: 1)
org.apache.commons.math.linear.CholeskyDecompositionImpl:155 -> 0.2886751345948129 (ep: 5, ef: 1, np: 1887, nf: 1)
org.apache.commons.math.linear.CholeskyDecompositionImpl:157 -> 0.2886751345948129 (ep: 5, ef: 1, np: 1887, nf: 1)
org.apache.commons.math.linear.CholeskyDecompositionImpl:163 -> 0.2886751345948129 (ep: 5, ef: 1, np: 1887, nf: 1)
org.apache.commons.math.linear.CholeskyDecompositionImpl:164 -> 0.2886751345948129 (ep: 5, ef: 1, np: 1887, nf: 1)
org.apache.commons.math.linear.CholeskyDecompositionImpl:168 -> 0.2886751345948129 (ep: 5, ef: 1, np: 1887, nf: 1)
org.apache.commons.math.linear.MatrixUtils:88 -> 0.14744195615489714 (ep: 90, ef: 2, np: 1802, nf: 0)
org.apache.commons.math.linear.AbstractRealMatrix:639 -> 0.1386750490563073 (ep: 102, ef: 2, np: 1790, nf: 0)
org.apache.commons.math.linear.DenseRealMatrix:618 -> 0.11826247919781652 (ep: 141, ef: 2, np: 1751, nf: 0)
org.apache.commons.math.linear.DenseRealMatrix:619 -> 0.11826247919781652 (ep: 141, ef: 2, np: 1751, nf: 0)
org.apache.commons.math.linear.DenseRealMatrix:621 -> 0.11826247919781652 (ep: 141, ef: 2, np: 1751, nf: 0)
