export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/math/math_89 /tmp/math_89_Ranking;cd /tmp/math_89_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Math/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/math_89_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 6 --source src/java/ --classpath target/classes/:target/test-classes/:lib/commons-discovery-0.5.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/math_89_Ranking;

/************************/
Executed tests:   1692
Successful tests: 1690
Failed tests:     2

org.apache.commons.math.stat.FrequencyTest#testAddNonComparable
java.lang.ClassCastException: java.lang.Object cannot be cast to java.lang.Comparable
	at org.apache.commons.math.stat.Frequency.addValue(Frequency.java:110)
	at org.apache.commons.math.stat.FrequencyTest.testAddNonComparable(FrequencyTest.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

junit.framework.TestSuite$1#warning
junit.framework.AssertionFailedError: Class org.apache.commons.math.ode.nonstiff.StepInterpolatorAbstractTest has no public constructor TestCase(String name) or TestCase()
	at junit.framework.Assert.fail(Assert.java:57)
	at junit.framework.TestCase.fail(TestCase.java:227)
	at junit.framework.TestSuite$1.runTest(TestSuite.java:100)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.math.stat.Frequency:110 -> 0.5 (ep: 1, ef: 1, np: 1689, nf: 1)
org.apache.commons.math.MathRuntimeException:61 -> 0.0 (ep: 172, ef: 0, np: 1518, nf: 2)
org.apache.commons.math.MathRuntimeException:74 -> 0.0 (ep: 172, ef: 0, np: 1518, nf: 2)
org.apache.commons.math.MathRuntimeException:87 -> 0.0 (ep: 172, ef: 0, np: 1518, nf: 2)
org.apache.commons.math.MathRuntimeException:282 -> 0.0 (ep: 59, ef: 0, np: 1631, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1050 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1053 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1056 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1057 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1058 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1059 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1062 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1063 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1064 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.AbstractRealMatrix:1069 -> 0.0 (ep: 32, ef: 0, np: 1658, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:206 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:207 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:208 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:209 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:212 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:213 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:214 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:215 -> 0.0 (ep: 1, ef: 0, np: 1689, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:222 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:223 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:224 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:225 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:226 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:227 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:228 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:229 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:230 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:233 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:234 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:237 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:238 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:244 -> 0.0 (ep: 174, ef: 0, np: 1516, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:1214 -> 0.0 (ep: 115, ef: 0, np: 1575, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:1215 -> 0.0 (ep: 115, ef: 0, np: 1575, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:1216 -> 0.0 (ep: 115, ef: 0, np: 1575, nf: 2)
org.apache.commons.math.linear.DenseRealMatrix:1218 -> 0.0 (ep: 115, ef: 0, np: 1575, nf: 2)
