export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_60 /tmp/lang_60_Ranking;cd /tmp/lang_60_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_60_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 3 --source src/java/ --classpath target/classes/:target/tests/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_60_Ranking;

/************************/
Executed tests:   1684
Successful tests: 1682
Failed tests:     2

org.apache.commons.lang.text.StrBuilderTest#testLang295
junit.framework.AssertionFailedError: The contains(char) method is looking beyond the end of the string
	at junit.framework.Assert.fail(Assert.java:57)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertFalse(Assert.java:39)
	at junit.framework.TestCase.assertFalse(TestCase.java:210)
	at org.apache.commons.lang.text.StrBuilderTest.testLang295(StrBuilderTest.java:1748)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

org.apache.commons.lang.math.RandomUtilsTest#testNextBoolean
junit.framework.AssertionFailedError: chi-square test -- will fail about 1 in 1000 times
	at junit.framework.Assert.fail(Assert.java:57)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.TestCase.assertTrue(TestCase.java:192)
	at org.apache.commons.lang.math.RandomUtilsTest.tstNextBoolean(RandomUtilsTest.java:191)
	at org.apache.commons.lang.math.RandomUtilsTest.testNextBoolean(RandomUtilsTest.java:156)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang.math.RandomUtils:120 -> 0.7071067811865475 (ep: 0, ef: 1, np: 1682, nf: 1)
org.apache.commons.lang.math.JVMRandom:149 -> 0.7071067811865475 (ep: 0, ef: 1, np: 1682, nf: 1)
org.apache.commons.lang.text.StrBuilder:1672 -> 0.5 (ep: 1, ef: 1, np: 1681, nf: 1)
org.apache.commons.lang.text.StrBuilder:1673 -> 0.5 (ep: 1, ef: 1, np: 1681, nf: 1)
org.apache.commons.lang.text.StrBuilder:1674 -> 0.5 (ep: 1, ef: 1, np: 1681, nf: 1)
org.apache.commons.lang.text.StrBuilder:1675 -> 0.5 (ep: 1, ef: 1, np: 1681, nf: 1)
org.apache.commons.lang.math.RandomUtils:131 -> 0.5 (ep: 1, ef: 1, np: 1681, nf: 1)
org.apache.commons.lang.text.StrBuilder:1202 -> 0.4082482904638631 (ep: 2, ef: 1, np: 1680, nf: 1)
org.apache.commons.lang.text.StrBuilder:1203 -> 0.4082482904638631 (ep: 2, ef: 1, np: 1680, nf: 1)
org.apache.commons.lang.text.StrBuilder:1204 -> 0.4082482904638631 (ep: 2, ef: 1, np: 1680, nf: 1)
org.apache.commons.lang.text.StrBuilder:1205 -> 0.4082482904638631 (ep: 2, ef: 1, np: 1680, nf: 1)
org.apache.commons.lang.text.StrBuilder:1206 -> 0.4082482904638631 (ep: 2, ef: 1, np: 1680, nf: 1)
org.apache.commons.lang.text.StrBuilder:1209 -> 0.4082482904638631 (ep: 2, ef: 1, np: 1680, nf: 1)
org.apache.commons.lang.text.StrBuilder:1761 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1762 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1765 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1766 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1769 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1772 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1775 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1776 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1778 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1779 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1780 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1781 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1784 -> 0.22360679774997896 (ep: 9, ef: 1, np: 1673, nf: 1)
org.apache.commons.lang.text.StrBuilder:1114 -> 0.17677669529663687 (ep: 15, ef: 1, np: 1667, nf: 1)
org.apache.commons.lang.text.StrBuilder:1115 -> 0.17677669529663687 (ep: 15, ef: 1, np: 1667, nf: 1)
org.apache.commons.lang.text.StrBuilder:1116 -> 0.17677669529663687 (ep: 15, ef: 1, np: 1667, nf: 1)
org.apache.commons.lang.text.StrBuilder:474 -> 0.0659380473395787 (ep: 114, ef: 1, np: 1568, nf: 1)
org.apache.commons.lang.text.StrBuilder:475 -> 0.0659380473395787 (ep: 114, ef: 1, np: 1568, nf: 1)
org.apache.commons.lang.text.StrBuilder:476 -> 0.0659380473395787 (ep: 114, ef: 1, np: 1568, nf: 1)
org.apache.commons.lang.text.StrBuilder:477 -> 0.0659380473395787 (ep: 114, ef: 1, np: 1568, nf: 1)
org.apache.commons.lang.text.StrBuilder:469 -> 0.06565321642986127 (ep: 115, ef: 1, np: 1567, nf: 1)
org.apache.commons.lang.text.StrBuilder:472 -> 0.06565321642986127 (ep: 115, ef: 1, np: 1567, nf: 1)
org.apache.commons.lang.text.StrBuilder:473 -> 0.06565321642986127 (ep: 115, ef: 1, np: 1567, nf: 1)
org.apache.commons.lang.text.StrBuilder:479 -> 0.06565321642986127 (ep: 115, ef: 1, np: 1567, nf: 1)
org.apache.commons.lang.text.StrBuilder:182 -> 0.053916386601719206 (ep: 171, ef: 1, np: 1511, nf: 1)
org.apache.commons.lang.text.StrBuilder:228 -> 0.053916386601719206 (ep: 171, ef: 1, np: 1511, nf: 1)
org.apache.commons.lang.text.StrBuilder:233 -> 0.053916386601719206 (ep: 171, ef: 1, np: 1511, nf: 1)
org.apache.commons.lang.CharUtils:424 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:329 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:330 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:353 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:354 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:356 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:557 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:151 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:152 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:154 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:194 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:195 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:197 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.StringUtils:187 -> 0.0 (ep: 104, ef: 0, np: 1578, nf: 2)
org.apache.commons.lang.CharUtils:500 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:261 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:262 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:264 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:307 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:308 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:310 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:538 -> 0.0 (ep: 5, ef: 0, np: 1677, nf: 2)
org.apache.commons.lang.CharUtils:481 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:239 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:240 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:242 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:284 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:285 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:287 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:216 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:217 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:219 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:332 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:443 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:462 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:374 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:376 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:377 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:401 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:402 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:404 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:171 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:172 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:174 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:106 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:107 -> 0.0 (ep: 2, ef: 0, np: 1680, nf: 2)
org.apache.commons.lang.CharUtils:130 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:131 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:133 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:375 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:378 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:379 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:381 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:109 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.CharUtils:519 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1119 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1122 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1123 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1124 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1127 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1148 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1151 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1152 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1153 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1154 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1159 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1171 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1172 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1173 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1174 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1175 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1189 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1192 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1202 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
org.apache.commons.lang.SystemUtils:1205 -> 0.0 (ep: 1, ef: 0, np: 1681, nf: 2)
