export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/math/math_20 /tmp/math_20_Ranking;cd /tmp/math_20_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Math/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/math_20_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/test-classes/:lib/commons-discovery-0.5.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/math_20_Ranking;

/************************/
Executed tests:   4164
Successful tests: 4163
Failed tests:     1

org.apache.commons.math3.optimization.direct.CMAESOptimizerTest#testMath864
java.lang.AssertionError: Out of bounds (0.5701115027768537 > 0.5)
	at org.junit.Assert.fail(Assert.java:88)
	at org.junit.Assert.assertTrue(Assert.java:41)
	at org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testMath864(CMAESOptimizerTest.java:392)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.apache.commons.math3.RetryRunner$1.evaluate(RetryRunner.java:60)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.math3.optimization.direct.CMAESOptimizer:562 -> 1.0 (ep: 0, ef: 1, np: 4163, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer:730 -> 1.0 (ep: 0, ef: 1, np: 4163, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer:423 -> 0.7071067811865475 (ep: 1, ef: 1, np: 4162, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:986 -> 0.7071067811865475 (ep: 1, ef: 1, np: 4162, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:908 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:909 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:910 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:911 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:913 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:924 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:925 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:926 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:927 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:929 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:939 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:940 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:943 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:981 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:982 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:983 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:985 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction:988 -> 0.5773502691896258 (ep: 2, ef: 1, np: 4161, nf: 0)
