export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/math/math_61 /tmp/math_61_Ranking;cd /tmp/math_61_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Math/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/math_61_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/test-classes/:lib/commons-discovery-0.5.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/math_61_Ranking;

/************************/
Executed tests:   2366
Successful tests: 2365
Failed tests:     1

org.apache.commons.math.distribution.PoissonDistributionTest#testMean
org.apache.commons.math.MathRuntimeException$4: the Poisson mean must be positive (-1)
	at org.apache.commons.math.MathRuntimeException.createIllegalArgumentException(MathRuntimeException.java:387)
	at org.apache.commons.math.distribution.PoissonDistributionImpl.setNormalAndMeanInternal(PoissonDistributionImpl.java:172)
	at org.apache.commons.math.distribution.PoissonDistributionImpl.<init>(PoissonDistributionImpl.java:137)
	at org.apache.commons.math.distribution.PoissonDistributionImpl.<init>(PoissonDistributionImpl.java:80)
	at org.apache.commons.math.distribution.PoissonDistributionTest.testMean(PoissonDistributionTest.java:140)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.math.MathRuntimeException$4:395 -> 1.0 (ep: 0, ef: 1, np: 2365, nf: 0)
org.apache.commons.math.MathRuntimeException$4:401 -> 1.0 (ep: 0, ef: 1, np: 2365, nf: 0)
org.apache.commons.math.distribution.PoissonDistributionImpl:172 -> 1.0 (ep: 0, ef: 1, np: 2365, nf: 0)
org.apache.commons.math.MathRuntimeException:39 -> 0.7071067811865475 (ep: 1, ef: 1, np: 2364, nf: 0)
org.apache.commons.math.MathRuntimeException:136 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2363, nf: 0)
org.apache.commons.math.distribution.PoissonDistributionImpl:171 -> 0.2581988897471611 (ep: 14, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.distribution.PoissonDistributionImpl:175 -> 0.2581988897471611 (ep: 14, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.distribution.PoissonDistributionImpl:176 -> 0.2581988897471611 (ep: 14, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.distribution.PoissonDistributionImpl:177 -> 0.2581988897471611 (ep: 14, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.distribution.PoissonDistributionImpl:178 -> 0.2581988897471611 (ep: 14, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.distribution.PoissonDistributionImpl:179 -> 0.2581988897471611 (ep: 14, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:107 -> 0.24253562503633297 (ep: 16, ef: 1, np: 2349, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:108 -> 0.24253562503633297 (ep: 16, ef: 1, np: 2349, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:133 -> 0.24253562503633297 (ep: 16, ef: 1, np: 2349, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:134 -> 0.24253562503633297 (ep: 16, ef: 1, np: 2349, nf: 0)
org.apache.commons.math.exception.util.LocalizedFormats:328 -> 0.1889822365046136 (ep: 27, ef: 1, np: 2338, nf: 0)
org.apache.commons.math.exception.util.LocalizedFormats:341 -> 0.1889822365046136 (ep: 27, ef: 1, np: 2338, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:114 -> 0.18257418583505536 (ep: 29, ef: 1, np: 2336, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:115 -> 0.18257418583505536 (ep: 29, ef: 1, np: 2336, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:141 -> 0.18257418583505536 (ep: 29, ef: 1, np: 2336, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:146 -> 0.18257418583505536 (ep: 29, ef: 1, np: 2336, nf: 0)
org.apache.commons.math.distribution.NormalDistributionImpl:147 -> 0.18257418583505536 (ep: 29, ef: 1, np: 2336, nf: 0)
org.apache.commons.math.distribution.IntegerDistributionAbstractTest:113 -> 0.14744195615489714 (ep: 45, ef: 1, np: 2320, nf: 0)
org.apache.commons.math.distribution.IntegerDistributionAbstractTest:114 -> 0.14744195615489714 (ep: 45, ef: 1, np: 2320, nf: 0)
