export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_35 /tmp/lang_35_Ranking;cd /tmp/lang_35_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_35_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/test-classes/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_35_Ranking;

/************************/
Executed tests:   1644
Successful tests: 1643
Failed tests:     1

org.apache.commons.lang3.ArrayUtilsAddTest#testLANG571
java.lang.ClassCastException: [Ljava.lang.Object; cannot be cast to [Ljava.lang.String;
	at org.apache.commons.lang3.ArrayUtilsAddTest.testLANG571(ArrayUtilsAddTest.java:231)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang3.ArrayUtils:3288 -> 0.5773502691896258 (ep: 2, ef: 1, np: 1641, nf: 0)
org.apache.commons.lang3.ArrayUtils:3290 -> 0.5773502691896258 (ep: 2, ef: 1, np: 1641, nf: 0)
org.apache.commons.lang3.ArrayUtils:3291 -> 0.5773502691896258 (ep: 2, ef: 1, np: 1641, nf: 0)
org.apache.commons.lang3.ArrayUtils:3292 -> 0.5773502691896258 (ep: 2, ef: 1, np: 1641, nf: 0)
org.apache.commons.lang3.ArrayUtils:3527 -> 0.3333333333333333 (ep: 8, ef: 1, np: 1635, nf: 0)
org.apache.commons.lang3.ArrayUtils:3521 -> 0.30151134457776363 (ep: 10, ef: 1, np: 1633, nf: 0)
org.apache.commons.lang3.builder.HashCodeBuilder:687 -> 0.0 (ep: 4, ef: 0, np: 1639, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:688 -> 0.0 (ep: 4, ef: 0, np: 1639, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:701 -> 0.0 (ep: 2, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:702 -> 0.0 (ep: 1, ef: 0, np: 1642, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:704 -> 0.0 (ep: 2, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:705 -> 0.0 (ep: 2, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:708 -> 0.0 (ep: 2, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:971 -> 0.0 (ep: 38, ef: 0, np: 1605, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:860 -> 0.0 (ep: 22, ef: 0, np: 1621, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:861 -> 0.0 (ep: 4, ef: 0, np: 1639, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:864 -> 0.0 (ep: 22, ef: 0, np: 1621, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:888 -> 0.0 (ep: 13, ef: 0, np: 1630, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:891 -> 0.0 (ep: 22, ef: 0, np: 1621, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:904 -> 0.0 (ep: 3, ef: 0, np: 1640, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:905 -> 0.0 (ep: 1, ef: 0, np: 1642, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:907 -> 0.0 (ep: 3, ef: 0, np: 1640, nf: 1)
org.apache.commons.lang3.builder.HashCodeBuilder:908 -> 0.0 (ep: 3, ef: 0, np: 1640, nf: 1)
