export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_41 /tmp/lang_41_Ranking;cd /tmp/lang_41_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_41_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/java/ --classpath target/classes/:target/test-classes/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_41_Ranking;

/************************/
Executed tests:   1624
Successful tests: 1622
Failed tests:     2

org.apache.commons.lang.ClassUtilsTest#test_getShortClassName_Class
junit.framework.ComparisonFailure: expected:<String[[]]> but was:<String[;]>
	at junit.framework.Assert.assertEquals(Assert.java:100)
	at junit.framework.Assert.assertEquals(Assert.java:107)
	at junit.framework.TestCase.assertEquals(TestCase.java:269)
	at org.apache.commons.lang.ClassUtilsTest.test_getShortClassName_Class(ClassUtilsTest.java:97)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

org.apache.commons.lang.ClassUtilsTest#test_getPackageName_Class
java.lang.NullPointerException
	at org.apache.commons.lang.ClassUtils.getPackageName(ClassUtils.java:227)
	at org.apache.commons.lang.ClassUtilsTest.test_getPackageName_Class(ClassUtilsTest.java:146)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang.ClassUtils:170 -> 0.7071067811865475 (ep: 0, ef: 1, np: 1622, nf: 1)
org.apache.commons.lang.ClassUtils:225 -> 0.7071067811865475 (ep: 0, ef: 1, np: 1622, nf: 1)
org.apache.commons.lang.ClassUtils:224 -> 0.5 (ep: 1, ef: 1, np: 1621, nf: 1)
org.apache.commons.lang.ClassUtils:227 -> 0.5 (ep: 1, ef: 1, np: 1621, nf: 1)
org.apache.commons.lang.ClassUtils:196 -> 0.2886751345948129 (ep: 5, ef: 1, np: 1617, nf: 1)
org.apache.commons.lang.ClassUtils:169 -> 0.1386750490563073 (ep: 25, ef: 1, np: 1597, nf: 1)
org.apache.commons.lang.ClassUtils:172 -> 0.1386750490563073 (ep: 25, ef: 1, np: 1597, nf: 1)
org.apache.commons.lang.ClassUtils:184 -> 0.12909944487358055 (ep: 29, ef: 1, np: 1593, nf: 1)
org.apache.commons.lang.ClassUtils:187 -> 0.12909944487358055 (ep: 29, ef: 1, np: 1593, nf: 1)
org.apache.commons.lang.ClassUtils:191 -> 0.12909944487358055 (ep: 29, ef: 1, np: 1593, nf: 1)
org.apache.commons.lang.ClassUtils:192 -> 0.12909944487358055 (ep: 29, ef: 1, np: 1593, nf: 1)
org.apache.commons.lang.ClassUtils:194 -> 0.12909944487358055 (ep: 29, ef: 1, np: 1593, nf: 1)
org.apache.commons.lang.ClassUtils:195 -> 0.12909944487358055 (ep: 29, ef: 1, np: 1593, nf: 1)
org.apache.commons.lang.ClassUtils:198 -> 0.12909944487358055 (ep: 29, ef: 1, np: 1593, nf: 1)
org.apache.commons.lang.CharUtils:424 -> 0.0 (ep: 2, ef: 0, np: 1620, nf: 2)
org.apache.commons.lang.CharUtils:329 -> 0.0 (ep: 2, ef: 0, np: 1620, nf: 2)
org.apache.commons.lang.CharUtils:330 -> 0.0 (ep: 2, ef: 0, np: 1620, nf: 2)
org.apache.commons.lang.CharUtils:353 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:354 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:356 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:557 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:151 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:152 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:154 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:194 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:195 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:197 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.StringUtils:192 -> 0.0 (ep: 83, ef: 0, np: 1539, nf: 2)
org.apache.commons.lang.CharUtils:500 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:261 -> 0.0 (ep: 2, ef: 0, np: 1620, nf: 2)
org.apache.commons.lang.CharUtils:262 -> 0.0 (ep: 2, ef: 0, np: 1620, nf: 2)
org.apache.commons.lang.CharUtils:264 -> 0.0 (ep: 2, ef: 0, np: 1620, nf: 2)
org.apache.commons.lang.CharUtils:307 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:308 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:310 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:538 -> 0.0 (ep: 5, ef: 0, np: 1617, nf: 2)
org.apache.commons.lang.CharUtils:481 -> 0.0 (ep: 1, ef: 0, np: 1621, nf: 2)
org.apache.commons.lang.CharUtils:239 -> 0.0 (ep: 2, ef: 0, np: 1620, nf: 2)
org.apache.commons.lang.CharUtils:240 -> 0.0 (ep: 2, ef: 0, np: 1620, nf: 2)
