export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_18 /tmp/lang_18_Ranking;cd /tmp/lang_18_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_18_Ranking;cp -r /home/tdurieux/nopol/z3-x64-debian-7.7/bin/ lib/z3;time java -cp /home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path lib/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/tests/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_18_Ranking;

/************************/
Executed tests:   1902
Successful tests: 1901
Failed tests:     1

org.apache.commons.lang3.time.FastDateFormatTest#testFormat
junit.framework.ComparisonFailure: expected:<AD AD AD AD 2003 [2003 03 20]03 January Jan 01 1 ...> but was:<AD AD AD AD 2003 [03 03 ]03 January Jan 01 1 ...>
	at junit.framework.Assert.assertEquals(Assert.java:100)
	at junit.framework.Assert.assertEquals(Assert.java:107)
	at junit.framework.TestCase.assertEquals(TestCase.java:269)
	at org.apache.commons.lang3.time.FastDateFormatTest.testFormat(FastDateFormatTest.java:220)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:1405 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:1408 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:1410 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:492 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:493 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:556 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:696 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:1506 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:1509 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:1510 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TimeZoneDisplayKey:1511 -> 1.0 (ep: 0, ef: 1, np: 1901, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:1240 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:1241 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:1247 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:1248 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TwoDigitYearField:1249 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat$TimeZoneNameRule:1398 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:409 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:410 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:411 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:413 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
org.apache.commons.lang3.time.FastDateFormat:414 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1900, nf: 0)
