export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_40 /tmp/lang_40_Ranking;cd /tmp/lang_40_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_40_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/java/ --classpath target/classes/:target/test-classes/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_40_Ranking;

/************************/
Executed tests:   1643
Successful tests: 1642
Failed tests:     1

org.apache.commons.lang.StringUtilsEqualsIndexOfTest#testContainsIgnoreCase_LocaleIndependence
junit.framework.AssertionFailedError: en: 0 ß SS
	at junit.framework.Assert.fail(Assert.java:57)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertFalse(Assert.java:39)
	at junit.framework.TestCase.assertFalse(TestCase.java:210)
	at org.apache.commons.lang.StringUtilsEqualsIndexOfTest.testContainsIgnoreCase_LocaleIndependence(StringUtilsEqualsIndexOfTest.java:341)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang.StringUtils:1045 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1641, nf: 0)
org.apache.commons.lang.StringUtils:1048 -> 0.7071067811865475 (ep: 1, ef: 1, np: 1641, nf: 0)
org.apache.commons.lang.StringUtils:1018 -> 0.5773502691896258 (ep: 2, ef: 1, np: 1640, nf: 0)
org.apache.commons.lang.StringUtils:1015 -> 0.5 (ep: 3, ef: 1, np: 1639, nf: 0)
org.apache.commons.lang.CharUtils:424 -> 0.0 (ep: 2, ef: 0, np: 1640, nf: 1)
org.apache.commons.lang.CharUtils:329 -> 0.0 (ep: 2, ef: 0, np: 1640, nf: 1)
org.apache.commons.lang.CharUtils:330 -> 0.0 (ep: 2, ef: 0, np: 1640, nf: 1)
org.apache.commons.lang.CharUtils:353 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:354 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:356 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:557 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:151 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:152 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:154 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:194 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:195 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:197 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.StringUtils:192 -> 0.0 (ep: 84, ef: 0, np: 1558, nf: 1)
org.apache.commons.lang.CharUtils:500 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:261 -> 0.0 (ep: 2, ef: 0, np: 1640, nf: 1)
org.apache.commons.lang.CharUtils:262 -> 0.0 (ep: 2, ef: 0, np: 1640, nf: 1)
org.apache.commons.lang.CharUtils:264 -> 0.0 (ep: 2, ef: 0, np: 1640, nf: 1)
org.apache.commons.lang.CharUtils:307 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:308 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:310 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:538 -> 0.0 (ep: 5, ef: 0, np: 1637, nf: 1)
org.apache.commons.lang.CharUtils:481 -> 0.0 (ep: 1, ef: 0, np: 1641, nf: 1)
org.apache.commons.lang.CharUtils:239 -> 0.0 (ep: 2, ef: 0, np: 1640, nf: 1)
