export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/math/math_58 /tmp/math_58_Ranking;cd /tmp/math_58_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Math/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/math_58_Ranking;cp -r /home/tdurieux/defects4j-repair/src/python/core/../../../libs/z3 lib/z3;time java -cp /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path /home/tdurieux/defects4j-repair/src/python/core/../../..//libs/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/test-classes/:lib/commons-discovery-0.5.jar:/home/tdurieux/defects4j-repair/src/python/core/../../..//libs/nopol.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/math_58_Ranking;

/************************/
Executed tests:   2354
Successful tests: 2353
Failed tests:     1

org.apache.commons.math.optimization.fitting.GaussianFitterTest#testMath519
org.apache.commons.math.exception.NotStrictlyPositiveException: -1.277 is smaller than, or equal to, the minimum (0)
	at org.apache.commons.math.analysis.function.Gaussian$Parametric.validateParameters(Gaussian.java:183)
	at org.apache.commons.math.analysis.function.Gaussian$Parametric.value(Gaussian.java:128)
	at org.apache.commons.math.optimization.fitting.CurveFitter$TheoreticalValuesFunction.value(CurveFitter.java:203)
	at org.apache.commons.math.optimization.direct.BaseAbstractVectorialOptimizer.computeObjectiveValue(BaseAbstractVectorialOptimizer.java:107)
	at org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer.updateResidualsAndCost(AbstractLeastSquaresOptimizer.java:128)
	at org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer.doOptimize(LevenbergMarquardtOptimizer.java:350)
	at org.apache.commons.math.optimization.direct.BaseAbstractVectorialOptimizer.optimize(BaseAbstractVectorialOptimizer.java:141)
	at org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer.optimize(AbstractLeastSquaresOptimizer.java:253)
	at org.apache.commons.math.optimization.general.AbstractLeastSquaresOptimizer.optimize(AbstractLeastSquaresOptimizer.java:43)
	at org.apache.commons.math.optimization.fitting.CurveFitter.fit(CurveFitter.java:160)
	at org.apache.commons.math.optimization.fitting.CurveFitter.fit(CurveFitter.java:126)
	at org.apache.commons.math.optimization.fitting.GaussianFitter.fit(GaussianFitter.java:120)
	at org.apache.commons.math.optimization.fitting.GaussianFitterTest.testMath519(GaussianFitterTest.java:336)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:47)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:44)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:271)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:70)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:50)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:238)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:63)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:236)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:53)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:309)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.math.exception.MathRuntimeException:108 -> 0.7071067811865475 (ep: 1, ef: 1, np: 2352, nf: 0)
org.apache.commons.math.exception.MathRuntimeException:114 -> 0.7071067811865475 (ep: 1, ef: 1, np: 2352, nf: 0)
org.apache.commons.math.analysis.function.Gaussian$Parametric:183 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.exception.MathRuntimeException:102 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:183 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:271 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:272 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:273 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:274 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:275 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:277 -> 0.5773502691896258 (ep: 2, ef: 1, np: 2351, nf: 0)
org.apache.commons.math.exception.util.MessageFactory:65 -> 0.4472135954999579 (ep: 4, ef: 1, np: 2349, nf: 0)
org.apache.commons.math.exception.util.MessageFactory:66 -> 0.4472135954999579 (ep: 4, ef: 1, np: 2349, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:156 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:157 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:159 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:169 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:170 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:172 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:173 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:174 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:178 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:179 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:185 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:187 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:197 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:198 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:199 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:200 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:203 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
org.apache.commons.math.optimization.fitting.GaussianFitter$ParameterGuesser:223 -> 0.4082482904638631 (ep: 5, ef: 1, np: 2348, nf: 0)
