export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/chart/chart_15 /tmp/chart_15_Ranking;cd /tmp/chart_15_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Chart/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/chart_15_Ranking;cp -r /home/tdurieux/nopol/z3-x64-debian-7.7/bin/ lib/z3;time java -cp /home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path lib/z3/z3 --complianceLevel 4 --source source/ --classpath build/:build-tests/:lib/cobertura-lib/servlet-api-2.5-6.1.14.jar:lib/servlet.jar:/home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/chart_15_Ranking;

/************************/
Executed tests:   3579
Successful tests: 3577
Failed tests:     2

org.jfree.chart.plot.junit.PiePlot3DTests#testDrawWithNullDataset
junit.framework.AssertionFailedError
	at junit.framework.Assert.fail(Assert.java:55)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertTrue(Assert.java:31)
	at junit.framework.TestCase.assertTrue(TestCase.java:201)
	at org.jfree.chart.plot.junit.PiePlot3DTests.testDrawWithNullDataset(PiePlot3DTests.java:151)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)

org.jfree.chart.plot.junit.PiePlot3DTests#testDrawWithNullDataset
junit.framework.AssertionFailedError
	at junit.framework.Assert.fail(Assert.java:55)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertTrue(Assert.java:31)
	at junit.framework.TestCase.assertTrue(TestCase.java:201)
	at org.jfree.chart.plot.junit.PiePlot3DTests.testDrawWithNullDataset(PiePlot3DTests.java:151)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.jfree.chart.plot.PiePlot:2613 -> 1.0 (ep: 0, ef: 2, np: 3577, nf: 0)
org.jfree.data.general.DatasetUtilities:153 -> 1.0 (ep: 0, ef: 2, np: 3577, nf: 0)
org.jfree.chart.plot.PiePlot:670 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot:1398 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot:1423 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot:1448 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:230 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:231 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:233 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:234 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:239 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:241 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:242 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:245 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:246 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:247 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:248 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:250 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:252 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:266 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:267 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:268 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:269 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:272 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot3D:280 -> 0.7071067811865475 (ep: 2, ef: 2, np: 3575, nf: 0)
org.jfree.chart.plot.PiePlot:706 -> 0.5773502691896258 (ep: 4, ef: 2, np: 3573, nf: 0)
org.jfree.chart.plot.PiePlot:2049 -> 0.5773502691896258 (ep: 4, ef: 2, np: 3573, nf: 0)
org.jfree.chart.plot.PiePlot:2050 -> 0.5773502691896258 (ep: 4, ef: 2, np: 3573, nf: 0)
org.jfree.chart.plot.PiePlot:2051 -> 0.5773502691896258 (ep: 4, ef: 2, np: 3573, nf: 0)
org.jfree.chart.plot.PiePlotState:109 -> 0.5773502691896258 (ep: 4, ef: 2, np: 3573, nf: 0)
org.jfree.chart.plot.PiePlotState:110 -> 0.5773502691896258 (ep: 4, ef: 2, np: 3573, nf: 0)
org.jfree.chart.ChartFactory:694 -> 0.5 (ep: 6, ef: 2, np: 3571, nf: 0)
org.jfree.chart.ChartFactory:695 -> 0.5 (ep: 6, ef: 2, np: 3571, nf: 0)
org.jfree.chart.ChartFactory:696 -> 0.5 (ep: 6, ef: 2, np: 3571, nf: 0)
org.jfree.chart.ChartFactory:699 -> 0.5 (ep: 6, ef: 2, np: 3571, nf: 0)
org.jfree.chart.ChartFactory:702 -> 0.5 (ep: 6, ef: 2, np: 3571, nf: 0)
org.jfree.chart.plot.PiePlot:2611 -> 0.5 (ep: 6, ef: 2, np: 3571, nf: 0)
org.jfree.chart.plot.PiePlot:2612 -> 0.5 (ep: 6, ef: 2, np: 3571, nf: 0)
org.jfree.chart.plot.Plot:931 -> 0.4472135954999579 (ep: 8, ef: 2, np: 3569, nf: 0)
