export PATH="/home/tdurieux/defects4j/framework/bin:$PATH";cp -r /home/tdurieux/projects/lang/lang_24 /tmp/lang_24_Ranking;cd /tmp/lang_24_Ranking;defects4j compile;mkdir lib/;cp -r /home/tdurieux/defects4j/framework/projects/lib/* lib/;cp -r /home/tdurieux/defects4j/framework/projects/Lang/lib/* lib/;find . -type f -name "package-info.java" -delete;
cd /tmp/lang_24_Ranking;cp -r /home/tdurieux/nopol/z3-x64-debian-7.7/bin/ lib/z3;time java -cp /home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar fr.inria.lille.repair.Main --mode ranking --type condition --oracle angelic --synthesis smt --solver z3 --solver-path lib/z3/z3 --complianceLevel 5 --source src/main/java/ --classpath target/classes/:target/test-classes/:lib/asm.jar:lib/cglib.jar:lib/commons-io.jar:lib/easymock.jar:/home/tdurieux/nopol/nopol-0.0.3-SNAPSHOT-jar-with-dependencies.jar;echo "

Node: `hostname`
";echo "
Date: `date`
";rm -rf /tmp/lang_24_Ranking;

/************************/
Executed tests:   1822
Successful tests: 1821
Failed tests:     1

org.apache.commons.lang3.math.NumberUtilsTest#testIsNumber
junit.framework.AssertionFailedError: isNumber(String) LANG-664 failed
	at junit.framework.Assert.fail(Assert.java:57)
	at junit.framework.Assert.assertTrue(Assert.java:22)
	at junit.framework.Assert.assertFalse(Assert.java:39)
	at junit.framework.TestCase.assertFalse(TestCase.java:210)
	at org.apache.commons.lang3.math.NumberUtilsTest.testIsNumber(NumberUtilsTest.java:1145)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at junit.framework.TestCase.runTest(TestCase.java:176)
	at junit.framework.TestCase.runBare(TestCase.java:141)
	at junit.framework.TestResult$1.protect(TestResult.java:122)
	at junit.framework.TestResult.runProtected(TestResult.java:142)
	at junit.framework.TestResult.run(TestResult.java:125)
	at junit.framework.TestCase.run(TestCase.java:129)
	at junit.framework.TestSuite.runTest(TestSuite.java:255)
	at junit.framework.TestSuite.run(TestSuite.java:250)
	at org.junit.internal.runners.JUnit38ClassRunner.run(JUnit38ClassRunner.java:84)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:160)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:138)
	at com.gzoltar.core.instr.testing.junit.JUnitRunner.run(JUnitRunner.java:47)
	at com.gzoltar.core.instr.Runner.main(Runner.java:46)


/************************/
/* Suspicious statement */
/************************/
org.apache.commons.lang3.math.NumberUtils:457 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:464 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:480 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:492 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:521 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:548 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:553 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:598 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:621 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1320 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1321 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1323 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1324 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1325 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1326 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1327 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1328 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1330 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1331 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1332 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1333 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1334 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1338 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1339 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1342 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1345 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1348 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1350 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1353 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1354 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1355 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1356 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1358 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1359 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1361 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1363 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1364 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1366 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1370 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1373 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1374 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1375 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1376 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1377 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1379 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1380 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1382 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1384 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1386 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1387 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1389 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1391 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1393 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
org.apache.commons.lang3.math.NumberUtils:1395 -> 1.0 (ep: 0, ef: 1, np: 1821, nf: 0)
